source_file,source_header,bulgarian_header,technical_hidden_by_default,unexpected_ascii_words,forbidden_tokens,pass
reports/v86_model_registry_models.csv,code,Код,False,,,True
reports/v86_model_registry_models.csv,model_name_bg,Модел наименование,False,,,True
reports/v86_model_registry_models.csv,model_name_en,Модел наименование английски,False,,,True
reports/v86_model_registry_models.csv,category_bg,Категория,False,,,True
reports/v86_model_registry_models.csv,mode_bg,Режим,False,,,True
reports/v86_model_registry_models.csv,lifecycle_bg,Жизнен цикъл,False,,,True
reports/v86_model_registry_models.csv,health_status_bg,Състояние статус,False,,,True
reports/v86_model_registry_models.csv,draw_reference,Тираж референтен,False,,,True
reports/v86_model_registry_models.csv,dataset_rows,Данни комбинации,True,,,True
reports/v86_model_registry_models.csv,artifacts_present,Артефакти наличен,False,,,True
reports/v86_model_registry_models.csv,artifacts_expected,Артефакти очакван,False,,,True
reports/v86_model_registry_models.csv,primary_artifact,Основен артефакт,False,,,True
reports/v86_model_registry_models.csv,missing_artifacts,Липсващи артефакти,False,,,True
reports/v86_model_registry_models.csv,status_note_bg,Статус бележка,False,,,True
reports/v86_model_registry_models.csv,status_type,Статус тип,False,,,True
reports/v88_anti_zero_coverage_analysis.csv,Пакет,Пакет,False,,,True
reports/v88_anti_zero_coverage_analysis.csv,Числа,Числа,False,,,True
reports/v88_anti_zero_coverage_analysis.csv,Риск от празен пакет %,Риск от празен пакет %,False,,,True
reports/v88_anti_zero_coverage_analysis.csv,Шанс за поне 1 съвпадение %,Шанс за поне 1 съвпадение %,False,,,True
reports/v88_anti_zero_coverage_analysis.csv,Покрити различни числа,Покрити различни числа,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,package_label,Пакет наименование,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,total_combinations,Общо комбинации,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,unique_covered_numbers,Уникално покрити числа,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,empty_risk_percent,Риск от нулев резултат (%),False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,at_least_one_hit_percent,Поне едно попадение (%),False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,model_strength_score,Оценка на силата на модела,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,combination_quality_score,Комбинация качество оценка,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,anti_zero_score,Защита от нулев оценка,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,historical_safety_score,Исторически безопасност оценка,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,balanced_score,Балансиран оценка,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,conservative_score,Консервативен оценка,False,,,True
reports/v89_final_statistical_portfolio_selector_analysis.csv,aggressive_score,Агресивен оценка,False,,,True
reports/v90_expanded_selector_candidates.csv,package_id,Пакет идентификатор,False,,,True
reports/v90_expanded_selector_candidates.csv,source_group,Група на източника,False,,,True
reports/v90_expanded_selector_candidates.csv,source_kind,Източник вид,False,,,True
reports/v90_expanded_selector_candidates.csv,source_path,Източник път,False,,,True
reports/v90_expanded_selector_candidates.csv,preferred_key,Предпочитан ключ,False,,,True
reports/v91_budget_aware_system_options.csv,mode_label,Наименование на режима,False,,,True
reports/v91_budget_aware_system_options.csv,core_size,Основни размер,False,,,True
reports/v91_budget_aware_system_options.csv,core_numbers,Основни числа,False,,,True
reports/v91_budget_aware_system_options.csv,selected_combinations,Избран комбинации,False,,,True
reports/v91_budget_aware_system_options.csv,possible_full_combinations,Възможен пълен комбинации,False,,,True
reports/v91_budget_aware_system_options.csv,pool_coverage_percent,Набор покритие %,False,,,True
reports/v91_budget_aware_system_options.csv,cost_eur_at_080,Цена eur на 080,False,,,True
reports/v91_budget_aware_system_options.csv,cost_eur_at_090,Цена eur на 090,False,,,True
reports/v91_budget_aware_system_options.csv,exact_combination_probability_percent,Точни комбинация вероятност %,False,,,True
reports/v91_budget_aware_system_options.csv,pair_coverage_percent,Двойка покритие %,False,,,True
reports/v91_budget_aware_system_options.csv,triple_coverage_percent,Тройка покритие %,False,,,True
reports/v91_budget_aware_system_options.csv,balance_score,Баланс оценка,False,,,True
reports/v91_budget_aware_system_options.csv,historical_exact_matches,Исторически точни съвпадения,False,,,True
reports/v91_budget_aware_system_options.csv,system_score,Система оценка,False,,,True
reports/v91_recommended_system_combinations.csv,combination_index,Номер на комбинацията,False,,,True
reports/v92_random_baseline_summary.csv,combination_count,Брой комбинации,False,,,True
reports/v92_random_baseline_summary.csv,trials,Опити,False,,,True
reports/v92_random_baseline_summary.csv,random_average_best_hits,Случаен средно най-добър познати числа,False,,,True
reports/v92_random_baseline_summary.csv,random_empty_rate_percent,Случаен нулев резултат дял %,False,,,True
reports/v92_random_baseline_summary.csv,random_at_least_3_percent,Случаен на поне 3 %,False,,,True
reports/v92_random_baseline_summary.csv,random_at_least_4_percent,Случаен на поне 4 %,False,,,True
reports/v92_random_baseline_summary.csv,random_max_best_hits_avg,Случаен най-висок най-добър познати числа средно,False,,,True
reports/v92_strategy_backtest_results.csv,option_id,Вариант идентификатор,False,,,True
reports/v92_strategy_backtest_results.csv,strategy_type,Тип стратегия,False,,,True
reports/v92_strategy_backtest_results.csv,system_score_step91,Система оценка етап 91,False,,,True
reports/v92_strategy_backtest_results.csv,average_total_row_hits,Средно общо ред познати числа,False,,,True
reports/v92_strategy_backtest_results.csv,empty_rate_percent,Нулев резултат дял %,False,,,True
reports/v92_strategy_backtest_results.csv,at_least_1_percent,На поне 1 %,False,,,True
reports/v92_strategy_backtest_results.csv,exact_6_percent,Точни 6 %,False,,,True
reports/v92_strategy_backtest_results.csv,historical_score,Исторически оценка,False,,,True
reports/v92_strategy_backtest_results.csv,budget_efficiency_score,Бюджет ефективност оценка,False,,,True
reports/v92_strategy_backtest_results.csv,average_hits_vs_random,Средно познати числа спрямо случаен,False,,,True
reports/v92_strategy_backtest_results.csv,empty_rate_vs_random,Нулев резултат дял спрямо случаен,False,,,True
reports/v92_strategy_match_distribution.csv,best_hit_bucket,Най-добър попадение група,False,,,True
reports/v92_strategy_match_distribution.csv,draw_percent,Тираж %,False,,,True
reports/v93_budget_advisor_scenarios.csv,budget_eur,Бюджет eur,False,,,True
reports/v93_budget_advisor_scenarios.csv,price_per_combination_eur,Цена на комбинация (EUR),False,,,True
reports/v93_budget_advisor_scenarios.csv,max_budget_combinations,Най-висок бюджет комбинации,False,,,True
reports/v93_budget_advisor_scenarios.csv,cost_eur,Цена eur,False,,,True
reports/v93_budget_advisor_scenarios.csv,remaining_budget_eur,Оставащ бюджет eur,False,,,True
reports/v93_budget_advisor_scenarios.csv,historical_average_best_hits,Исторически средно най-добър познати числа,False,,,True
reports/v93_budget_advisor_scenarios.csv,historical_empty_rate_percent,Исторически нулев резултат дял %,False,,,True
reports/v93_budget_advisor_scenarios.csv,historical_at_least_3_percent,Исторически на поне 3 %,False,,,True
reports/v93_budget_advisor_scenarios.csv,advisor_score,Оценка на съветника,False,,,True
reports/v94_active_budget_plan_history.csv,plan_id,План идентификатор,False,,,True
reports/v94_active_budget_plan_history.csv,saved_after_draw_year,Запазен след тираж година,False,,,True
reports/v94_active_budget_plan_history.csv,saved_after_draw_number,Запазен след тираж число,False,,,True
reports/v94_active_budget_plan_history.csv,saved_after_draw_date,Запазено след тиража от,False,,,True
reports/v94_latest_plan_result.csv,matching_numbers,Съвпадащи числа,False,,,True
reports/v94_latest_plan_result.csv,missing_numbers,Липсващи числа,False,,,True
reports/v94_latest_plan_result.csv,is_empty,Без попадения,False,,,True
reports/v94_latest_plan_result.csv,has_3_plus,Има поне 3 попадения,False,,,True
reports/v94_latest_plan_result.csv,has_4_plus,Има поне 4 попадения,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,evaluated_at_utc,Оценено на,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,evaluated_draw_key,Оценено тираж ключ,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,best_combination_indexes,Номера на най-добрите комбинации,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,best_matching_numbers,Най-добре съвпадащи числа,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,total_hits_across_rows,Общо попадения във всички комбинации,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,rows_with_hits,Комбинации с попадения,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,rows_with_3_plus,Комбинации с поне 3 попадения,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,rows_with_4_plus,Комбинации с поне 4 попадения,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,verdict_bg,Заключение,False,,,True
reports/v95_active_plan_auto_evaluation_history.csv,safe_note_bg,Безопасност бележка,False,,,True
reports/v96_add_draw_controlled_flow_checklist.csv,title_bg,Наименование,False,,,True
reports/v96_add_draw_controlled_flow_checklist.csv,when_bg,Кога,False,,,True
reports/v96_add_draw_controlled_flow_checklist.csv,description_bg,Описание,False,,,True
reports/v96_add_draw_controlled_flow_checklist.csv,guard_bg,Защита,False,,,True
reports/v97_real_draw_lifecycle_artifacts.csv,artifact_group,Артефакт група,True,,,True
reports/v97_real_draw_lifecycle_artifacts.csv,purpose_bg,Предназначение,False,,,True
reports/v97_real_draw_lifecycle_artifacts.csv,owner_step,Собственик Етап,False,,,True
reports/v97_real_draw_lifecycle_checklist.csv,page_bg,Страница,False,,,True
reports/v97_real_draw_lifecycle_checklist.csv,expected_artifact_bg,Очакван артефакт,True,,,True
reports/v97_real_draw_lifecycle_checklist.csv,status_rule_bg,Статус правило,False,,,True
reports/v98_active_plan_result_history.csv,performance_bucket_bg,Представяне група,False,,,True
reports/v98_active_plan_summary.csv,cost_text,Цена текст,False,,,True
reports/v98_active_plan_summary.csv,saved_after_draw_numbers,Запазен след тираж числа,False,,,True
reports/v98_active_plan_summary.csv,v95_status,V95 статус,False,,,True
reports/v98_active_plan_summary.csv,real_result_rows,Реален резултат комбинации,False,,,True
reports/v98_active_plan_summary.csv,best_hit_count_max,Най-добър попадение брой най-висок,False,,,True
reports/v98_active_plan_summary.csv,best_hit_count_average,Най-добър попадение брой средно,False,,,True
reports/v98_active_plan_summary.csv,rows_with_3_plus_rate_percent,Комбинации с 3 или повече дял %,False,,,True
reports/v98_active_plan_summary.csv,rows_with_4_plus_rate_percent,Комбинации с 4 или повече дял %,False,,,True
reports/v98_active_plan_summary.csv,latest_result_date,Последен резултат дата,False,,,True
reports/v98_active_plan_summary.csv,latest_verdict_bg,Последен заключение,False,,,True
reports/v98_active_plan_summary.csv,next_status_bg,Следващ статус,False,,,True
reports/v99_final_user_dashboard_actions.csv,is_ready,Е готов,False,,,True
